event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,notes,fatalities,timestamp
SUD612,2024-10-09,2024,Battles,Non-state actor overtakes territory,Sudan Armed Forces,,1,Sudan People's Liberation Movement-North,,2,12,Sudan,Khartoum,,,Khartoum,15.7174,32.3141,1,Local sources,"Battles between Sudan Armed Forces and Sudan People's Liberation Movement-North in Khartoum, Sudan.",2,20241009
SOM392,2024-10-10,2024,Violence against civilians,Attack,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Lower Shabelle,,,Afgooye,2.1855,44.7949,1,Radio Ergo,"Violence against civilians between Al-Shabaab and Civilians (Somalia) in Afgooye, Somalia.",10,20241010
SUD403,2024-10-10,2024,Violence against civilians,Abduction/forced disappearance,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,North Darfur,,,El Fasher,13.6401,24.9719,1,UN OCHA,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in El Fasher, Sudan.",9,20241010
ETH507,2024-10-10,2024,Violence against civilians,Abduction/forced disappearance,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Ethiopia,SNNPR,,,Hawassa,6.7601,38.2269,1,BBC,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Hawassa, Ethiopia.",6,20241010
SOM590,2024-10-10,2024,Violence against civilians,Abduction/forced disappearance,FDLR,,2,Civilians (Somalia),,7,27,Somalia,Galgaduud,,,Dhusamareb,5.048,45.9569,1,UN OCHA,"Violence against civilians between FDLR and Civilians (Somalia) in Dhusamareb, Somalia.",8,20241010
DEM1041,2024-10-10,2024,Battles,Armed clash,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,South Kivu,,,Bukavu,-2.7037,29.4807,1,Radio Ergo,"Battles between Armed Forces of the DRC (FARDC) and M23 in Bukavu, Democratic Republic of Congo.",13,20241010
SOU242,2024-10-11,2024,Battles,Government regains territory,South Sudan People's Defence Forces,,1,National Salvation Front,,2,12,South Sudan,Central Equatoria,,,Juba,4.5781,31.5876,1,Local sources,"Battles between South Sudan People's Defence Forces and National Salvation Front in Juba, South Sudan.",7,20241011
ETH876,2024-10-11,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Tigray,,,Mekelle,13.6273,39.6068,1,UN OCHA,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Mekelle, Ethiopia.",1,20241011
SUD479,2024-10-13,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,Gedaref,,,Gedaref,14.3241,35.1958,1,BBC,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in Gedaref, Sudan.",4,20241013
DEM799,2024-10-13,2024,Battles,Armed clash,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Goma,-2.2887,29.8428,1,BBC,"Battles between Armed Forces of the DRC (FARDC) and M23 in Goma, Democratic Republic of Congo.",3,20241013
SUD490,2024-10-15,2024,Riots,Violent demonstration,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,South Darfur,,,Nyala,11.9862,24.9584,1,Radio Ergo,"Riots between Rioters (Sudan) and Sudan Armed Forces in Nyala, Sudan.",4,20241015
SUD502,2024-10-16,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Rapid Support Forces,,3,Sudan Armed Forces,,1,31,Sudan,South Darfur,,,Nyala,11.3876,24.6306,1,Local sources,"Explosions/Remote violence between Rapid Support Forces and Sudan Armed Forces in Nyala, Sudan.",1,20241016
SOM370,2024-10-17,2024,Violence against civilians,Looting/property destruction,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Somalia,Lower Juba,,,Kismayo,0.567,42.8368,1,Radio Ergo,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Kismayo, Somalia.",4,20241017
SUD664,2024-10-17,2024,Violence against civilians,Attack,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,West Darfur,,,El Geneina,13.0928,21.9214,1,Local sources,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in El Geneina, Sudan.",10,20241017
ETH13,2024-10-18,2024,Battles,Government regains territory,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Oromia,,,Addis Ababa,9.0432,38.7603,1,Radio Ergo,"Battles between Ethiopian National Defense Force and Tigray People's Liberation Front in Addis Ababa, Ethiopia.",1,20241018
SUD177,2024-10-18,2024,Battles,Non-state actor overtakes territory,Sudan Armed Forces,,1,Sudan People's Liberation Movement-North,,2,12,Sudan,Blue Nile,,,Ed Damazin,12.0361,34.7156,1,Radio Ergo,"Battles between Sudan Armed Forces and Sudan People's Liberation Movement-North in Ed Damazin, Sudan.",3,20241018
SUD499,2024-10-18,2024,Battles,Non-state actor overtakes territory,Sudan Armed Forces,,1,Sudan People's Liberation Movement-North,,2,12,Sudan,South Darfur,,,Nyala,12.0004,24.8075,1,BBC,"Battles between Sudan Armed Forces and Sudan People's Liberation Movement-North in Nyala, Sudan.",1,20241018
SUD1057,2024-10-18,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Sudan Armed Forces,,1,Sudanese Armed Civilians,,7,17,Sudan,South Darfur,,,Nyala,12.1781,24.8297,1,BBC,"Explosions/Remote violence between Sudan Armed Forces and Sudanese Armed Civilians in Nyala, Sudan.",3,20241018
SUD231,2024-10-19,2024,Riots,Mob violence,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,South Darfur,,,Nyala,12.2816,25.3016,1,Local sources,"Riots between Rioters (Sudan) and Rapid Support Forces in Nyala, Sudan.",1,20241019
ETH115,2024-10-20,2024,Violence against civilians,Attack,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Ethiopia,Afar,,,Semera,12.3776,41.0118,1,Local sources,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Semera, Ethiopia.",1,20241020
SUD384,2024-10-20,2024,Protests,Protest with intervention,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Khartoum,,,Khartoum,15.9135,32.0465,1,Reuters,"Protests between Rioters (Sudan) and Sudan Armed Forces in Khartoum, Sudan.",1,20241020
SUD376,2024-10-21,2024,Riots,Mob violence,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,West Darfur,,,El Geneina,13.7037,22.4251,1,Local sources,"Riots between Rioters (Sudan) and Sudan Armed Forces in El Geneina, Sudan.",3,20241021
ETH1054,2024-10-21,2024,Battles,Government regains territory,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Tigray,,,Mekelle,13.3733,40.0379,1,Local sources,"Battles between Ethiopian National Defense Force and Tigray People's Liberation Front in Mekelle, Ethiopia.",21,20241021
SUD256,2024-10-22,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Sudan Armed Forces,,1,Sudanese Armed Civilians,,7,17,Sudan,Blue Nile,,,Ed Damazin,12.098,34.285,1,Reuters,"Explosions/Remote violence between Sudan Armed Forces and Sudanese Armed Civilians in Ed Damazin, Sudan.",8,20241022
SOM494,2024-10-22,2024,Battles,Government regains territory,Al-Shabaab,,2,Jubbaland Security Forces,,1,21,Somalia,Bay,,,Baidoa,3.1014,43.586,1,Local sources,"Battles between Al-Shabaab and Jubbaland Security Forces in Baidoa, Somalia.",10,20241022
SOM715,2024-10-22,2024,Explosions/Remote violence,Air/drone strike,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Lower Shabelle,,,Afgooye,1.9474,44.6273,1,BBC,"Explosions/Remote violence between Al-Shabaab and ATMIS Forces in Afgooye, Somalia.",0,20241022
SUD1030,2024-10-22,2024,Explosions/Remote violence,IED/landmine/UVIED,Rapid Support Forces,,3,Sudan Armed Forces,,1,31,Sudan,South Darfur,,,Nyala,12.3394,24.8969,1,BBC,"Explosions/Remote violence between Rapid Support Forces and Sudan Armed Forces in Nyala, Sudan.",10,20241022
DEM1055,2024-10-22,2024,Battles,Armed clash,M23,,2,FDLR,,2,22,Democratic Republic of Congo,South Kivu,,,Bukavu,-3.0625,28.9682,1,Local sources,"Battles between M23 and FDLR in Bukavu, Democratic Republic of Congo.",1,20241022
SOM1052,2024-10-23,2024,Violence against civilians,Abduction/forced disappearance,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Somalia,Bay,,,Baidoa,2.9991,43.888,1,BBC,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Baidoa, Somalia.",5,20241023
SUD418,2024-10-25,2024,Riots,Violent demonstration,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Gedaref,,,Gedaref,13.6746,35.256,1,Reuters,"Riots between Rioters (Sudan) and Sudan Armed Forces in Gedaref, Sudan.",5,20241025
SOM483,2024-10-26,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Al-Shabaab,,2,Somalia National Army,,1,21,Somalia,Banadir,,,Mogadishu,1.5439,45.6239,1,BBC,"Explosions/Remote violence between Al-Shabaab and Somalia National Army in Mogadishu, Somalia.",7,20241026
SOM1069,2024-10-26,2024,Explosions/Remote violence,IED/landmine/UVIED,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Lower Shabelle,,,Afgooye,2.2071,45.3025,1,BBC,"Explosions/Remote violence between Al-Shabaab and ATMIS Forces in Afgooye, Somalia.",5,20241026
SUD929,2024-10-27,2024,Battles,Armed clash,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,South Darfur,,,Nyala,12.4728,24.7296,1,Radio Ergo,"Battles between Sudan Armed Forces and Rapid Support Forces in Nyala, Sudan.",2,20241027
DEM961,2024-10-27,2024,Violence against civilians,Abduction/forced disappearance,M23,,2,Civilians (Somalia),,7,27,Democratic Republic of Congo,North Kivu,,,Beni,0.6114,29.5441,1,Radio Ergo,"Violence against civilians between M23 and Civilians (Somalia) in Beni, Democratic Republic of Congo.",1,20241027
SUD1191,2024-10-27,2024,Battles,Non-state actor overtakes territory,Rapid Support Forces,,3,Sudan People's Liberation Movement-North,,2,32,Sudan,Blue Nile,,,Ed Damazin,11.5724,33.8568,1,Radio Ergo,"Battles between Rapid Support Forces and Sudan People's Liberation Movement-North in Ed Damazin, Sudan.",0,20241027
SUD513,2024-10-30,2024,Explosions/Remote violence,IED/landmine/UVIED,Rapid Support Forces,,3,Sudan Armed Forces,,1,31,Sudan,North Darfur,,,El Fasher,13.9728,25.471,1,AFP,"Explosions/Remote violence between Rapid Support Forces and Sudan Armed Forces in El Fasher, Sudan.",10,20241030
SUD1005,2024-10-31,2024,Riots,Violent demonstration,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Gedaref,,,Gedaref,14.3887,35.3674,1,Radio Ergo,"Riots between Rioters (Sudan) and Sudan Armed Forces in Gedaref, Sudan.",2,20241031
SUD108,2024-11-01,2024,Riots,Mob violence,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,South Darfur,,,Nyala,11.5186,24.4115,1,AFP,"Riots between Rioters (Sudan) and Rapid Support Forces in Nyala, Sudan.",1,20241101
ETH831,2024-11-01,2024,Protests,Protest with intervention,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,SNNPR,,,Hawassa,7.2956,38.37,1,BBC,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Hawassa, Ethiopia.",0,20241101
ETH890,2024-11-01,2024,Battles,Armed clash,Amhara Regional Forces,,1,Oromo Liberation Army,,2,12,Ethiopia,SNNPR,,,Hawassa,7.146,38.6425,1,BBC,"Battles between Amhara Regional Forces and Oromo Liberation Army in Hawassa, Ethiopia.",7,20241101
SOM962,2024-11-01,2024,Violence against civilians,Looting/property destruction,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Bay,,,Baidoa,2.9791,43.6937,1,UN OCHA,"Violence against civilians between Al-Shabaab and Civilians (Somalia) in Baidoa, Somalia.",3,20241101
DEM275,2024-11-02,2024,Battles,Armed clash,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,South Kivu,,,Bukavu,-2.507,29.335,1,BBC,"Battles between Armed Forces of the DRC (FARDC) and M23 in Bukavu, Democratic Republic of Congo.",3,20241102
SOM282,2024-11-02,2024,Violence against civilians,Looting/property destruction,FDLR,,2,Civilians (Somalia),,7,27,Somalia,Lower Juba,,,Kismayo,-0.1872,42.662,1,Reuters,"Violence against civilians between FDLR and Civilians (Somalia) in Kismayo, Somalia.",3,20241102
SUD422,2024-11-02,2024,Riots,Violent demonstration,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,Gedaref,,,Gedaref,14.01,35.4934,1,BBC,"Riots between Rioters (Sudan) and Rapid Support Forces in Gedaref, Sudan.",3,20241102
ETH158,2024-11-03,2024,Battles,Non-state actor overtakes territory,Amhara Regional Forces,,1,Oromo Liberation Army,,2,12,Ethiopia,Amhara,,,Bahir Dar,11.5679,37.1194,1,Reuters,"Battles between Amhara Regional Forces and Oromo Liberation Army in Bahir Dar, Ethiopia.",2,20241103
ETH389,2024-11-03,2024,Protests,Protest with intervention,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Afar,,,Semera,12.1779,41.3495,1,BBC,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Semera, Ethiopia.",2,20241103
ETH27,2024-11-04,2024,Battles,Government regains territory,Ethiopian National Defense Force,,1,Oromo Liberation Army,,2,12,Ethiopia,SNNPR,,,Hawassa,7.246,38.3891,1,Radio Ergo,"Battles between Ethiopian National Defense Force and Oromo Liberation Army in Hawassa, Ethiopia.",12,20241104
SOM123,2024-11-04,2024,Strategic developments,Looting/property destruction,Somalia National Army,,1,Al-Shabaab,,2,12,Somalia,Bay,,,Baidoa,3.3437,43.6914,1,AFP,"Strategic developments between Somalia National Army and Al-Shabaab in Baidoa, Somalia.",0,20241104
DEM735,2024-11-04,2024,Battles,Armed clash,MONUSCO Forces,,1,M23,,2,12,Democratic Republic of Congo,Maniema,,,Kindu,-2.9084,26.0152,1,BBC,"Battles between MONUSCO Forces and M23 in Kindu, Democratic Republic of Congo.",19,20241104
ETH1124,2024-11-04,2024,Strategic developments,Agreement,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Afar,,,Semera,11.7298,40.9174,1,UN OCHA,"Strategic developments between Ethiopian National Defense Force and Tigray People's Liberation Front in Semera, Ethiopia.",0,20241104
DEM99,2024-11-05,2024,Violence against civilians,Looting/property destruction,FDLR,,2,Civilians (Somalia),,7,27,Democratic Republic of Congo,North Kivu,,,Goma,-1.3345,28.8295,1,Reuters,"Violence against civilians between FDLR and Civilians (Somalia) in Goma, Democratic Republic of Congo.",2,20241105
DEM857,2024-11-05,2024,Battles,Armed clash,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,Ituri,,,Bunia,0.9899,30.696,1,BBC,"Battles between Armed Forces of the DRC (FARDC) and M23 in Bunia, Democratic Republic of Congo.",4,20241105
DEM423,2024-11-06,2024,Battles,Armed clash,Armed Forces of the DRC (FARDC),,1,FDLR,,2,12,Democratic Republic of Congo,Maniema,,,Kindu,-3.2078,25.8076,1,AFP,"Battles between Armed Forces of the DRC (FARDC) and FDLR in Kindu, Democratic Republic of Congo.",7,20241106
SOM441,2024-11-06,2024,Explosions/Remote violence,Air/drone strike,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Lower Juba,,,Kismayo,0.0543,42.2326,1,Radio Ergo,"Explosions/Remote violence between Al-Shabaab and Civilians (Somalia) in Kismayo, Somalia.",4,20241106
DEM819,2024-11-06,2024,Battles,Government regains territory,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,Maniema,,,Kindu,-3.2552,25.9927,1,UN OCHA,"Battles between Armed Forces of the DRC (FARDC) and M23 in Kindu, Democratic Republic of Congo.",0,20241106
ETH1038,2024-11-06,2024,Violence against civilians,Abduction/forced disappearance,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Ethiopia,Oromia,,,Addis Ababa,9.1749,38.8232,1,Reuters,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Addis Ababa, Ethiopia.",2,20241106
KEN1130,2024-11-06,2024,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,Kenya Defence Forces,,1,21,Kenya,Garissa,,,Garissa,-0.5822,39.9984,1,AFP,"Battles between Al-Shabaab and Kenya Defence Forces in Garissa, Kenya.",8,20241106
ETH164,2024-11-07,2024,Battles,Non-state actor overtakes territory,Fano (Amhara Militia),,3,Oromo Liberation Army,,2,32,Ethiopia,Oromia,,,Jimma,7.6364,36.6576,1,Local sources,"Battles between Fano (Amhara Militia) and Oromo Liberation Army in Jimma, Ethiopia.",3,20241107
ETH524,2024-11-07,2024,Battles,Non-state actor overtakes territory,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,SNNPR,,,Hawassa,6.9685,38.5803,1,AFP,"Battles between Ethiopian National Defense Force and Tigray People's Liberation Front in Hawassa, Ethiopia.",6,20241107
SUD579,2024-11-07,2024,Protests,Protest with intervention,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,North Darfur,,,El Fasher,13.3355,25.2908,1,UN OCHA,"Protests between Rioters (Sudan) and Sudan Armed Forces in El Fasher, Sudan.",1,20241107
ETH126,2024-11-08,2024,Battles,Government regains territory,Amhara Regional Forces,,1,Oromo Liberation Army,,2,12,Ethiopia,Afar,,,Semera,11.6166,41.1243,1,UN OCHA,"Battles between Amhara Regional Forces and Oromo Liberation Army in Semera, Ethiopia.",7,20241108
SUD383,2024-11-08,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Sudan Armed Forces,,1,Sudanese Armed Civilians,,7,17,Sudan,South Darfur,,,Nyala,11.8273,24.515,1,BBC,"Explosions/Remote violence between Sudan Armed Forces and Sudanese Armed Civilians in Nyala, Sudan.",3,20241108
DEM903,2024-11-09,2024,Battles,Armed clash,Armed Forces of the DRC (FARDC),,1,FDLR,,2,12,Democratic Republic of Congo,Ituri,,,Bunia,1.9035,30.8796,1,Radio Ergo,"Battles between Armed Forces of the DRC (FARDC) and FDLR in Bunia, Democratic Republic of Congo.",4,20241109
ETH1170,2024-11-09,2024,Explosions/Remote violence,IED/landmine/UVIED,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Amhara,,,Bahir Dar,12.0175,37.2685,1,AFP,"Explosions/Remote violence between Ethiopian National Defense Force and Tigray People's Liberation Front in Bahir Dar, Ethiopia.",0,20241109
SUD738,2024-11-10,2024,Protests,Peaceful protest,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Blue Nile,,,Ed Damazin,11.402,34.2895,1,Local sources,"Protests between Rioters (Sudan) and Sudan Armed Forces in Ed Damazin, Sudan.",1,20241110
ETH835,2024-11-10,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Afar,,,Semera,11.2963,40.9899,1,Radio Ergo,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Semera, Ethiopia.",0,20241110
SUD156,2024-11-11,2024,Violence against civilians,Abduction/forced disappearance,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,North Darfur,,,El Fasher,13.962,25.5002,1,UN OCHA,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in El Fasher, Sudan.",1,20241111
DEM711,2024-11-11,2024,Battles,Non-state actor overtakes territory,M23,,2,FDLR,,2,22,Democratic Republic of Congo,Maniema,,,Kindu,-2.9531,26.5454,1,BBC,"Battles between M23 and FDLR in Kindu, Democratic Republic of Congo.",21,20241111
DEM770,2024-11-11,2024,Battles,Non-state actor overtakes territory,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Rutshuru,-1.3743,29.551,1,Local sources,"Battles between Armed Forces of the DRC (FARDC) and M23 in Rutshuru, Democratic Republic of Congo.",1,20241111
SOM866,2024-11-11,2024,Violence against civilians,Attack,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Lower Shabelle,,,Afgooye,2.0164,45.1924,1,AFP,"Violence against civilians between Al-Shabaab and Civilians (Somalia) in Afgooye, Somalia.",2,20241111
SOM745,2024-11-12,2024,Violence against civilians,Abduction/forced disappearance,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Somalia,Banadir,,,Mogadishu,1.6991,45.2904,1,Local sources,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Mogadishu, Somalia.",4,20241112
SOM1106,2024-11-12,2024,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Lower Shabelle,,,Afgooye,1.6388,45.1948,1,Radio Ergo,"Battles between Al-Shabaab and ATMIS Forces in Afgooye, Somalia.",1,20241112
ETH858,2024-11-13,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Oromia,,,Addis Ababa,9.2894,38.5725,1,UN OCHA,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Addis Ababa, Ethiopia.",0,20241113
SUD606,2024-11-14,2024,Riots,Mob violence,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,Gedaref,,,Gedaref,14.0968,35.4821,1,Reuters,"Riots between Rioters (Sudan) and Rapid Support Forces in Gedaref, Sudan.",5,20241114
ETH676,2024-11-14,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Oromia,,,Addis Ababa,9.1662,38.0795,1,BBC,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Addis Ababa, Ethiopia.",0,20241114
DEM984,2024-11-14,2024,Violence against civilians,Abduction/forced disappearance,FDLR,,2,Civilians (Somalia),,7,27,Democratic Republic of Congo,North Kivu,,,Beni,0.4086,29.5845,1,Local sources,"Violence against civilians between FDLR and Civilians (Somalia) in Beni, Democratic Republic of Congo.",3,20241114
ETH232,2024-11-15,2024,Battles,Armed clash,Ethiopian National Defense Force,,1,Oromo Liberation Army,,2,12,Ethiopia,Tigray,,,Axum,13.629,39.02,1,BBC,"Battles between Ethiopian National Defense Force and Oromo Liberation Army in Axum, Ethiopia.",3,20241115
SOM409,2024-11-15,2024,Strategic developments,Looting/property destruction,Somalia National Army,,1,Al-Shabaab,,2,12,Somalia,Lower Shabelle,,,Afgooye,1.5273,45.3377,1,UN OCHA,"Strategic developments between Somalia National Army and Al-Shabaab in Afgooye, Somalia.",0,20241115
SUD199,2024-11-16,2024,Violence against civilians,Looting/property destruction,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,Khartoum,,,Khartoum,15.5668,32.6691,1,AFP,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in Khartoum, Sudan.",9,20241116
SOM960,2024-11-16,2024,Explosions/Remote violence,Suicide bomb,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Lower Shabelle,,,Afgooye,1.8991,45.5505,1,AFP,"Explosions/Remote violence between Al-Shabaab and ATMIS Forces in Afgooye, Somalia.",0,20241116
SOM144,2024-11-17,2024,Strategic developments,Non-violent transfer of territory,Somalia National Army,,1,Al-Shabaab,,2,12,Somalia,Galgaduud,,,Dhusamareb,5.4825,46.3769,1,AFP,"Strategic developments between Somalia National Army and Al-Shabaab in Dhusamareb, Somalia.",0,20241117
ETH412,2024-11-17,2024,Battles,Non-state actor overtakes territory,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Amhara,,,Bahir Dar,11.4681,37.4524,1,UN OCHA,"Battles between Ethiopian National Defense Force and Tigray People's Liberation Front in Bahir Dar, Ethiopia.",18,20241117
SUD919,2024-11-17,2024,Violence against civilians,Abduction/forced disappearance,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,Gedaref,,,Gedaref,14.3224,35.0556,1,AFP,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in Gedaref, Sudan.",1,20241117
SUD28,2024-11-18,2024,Battles,Government regains territory,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,North Darfur,,,El Fasher,14.2621,25.0458,1,Reuters,"Battles between Sudan Armed Forces and Rapid Support Forces in El Fasher, Sudan.",7,20241118
SUD421,2024-11-18,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,West Darfur,,,El Geneina,13.8465,22.7222,1,Local sources,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in El Geneina, Sudan.",2,20241118
SUD536,2024-11-18,2024,Riots,Violent demonstration,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,Gedaref,,,Gedaref,14.6631,35.6592,1,Local sources,"Riots between Rioters (Sudan) and Rapid Support Forces in Gedaref, Sudan.",3,20241118
ETH710,2024-11-18,2024,Battles,Government regains territory,Amhara Regional Forces,,1,Oromo Liberation Army,,2,12,Ethiopia,Oromia,,,Jimma,8.1242,36.6667,1,BBC,"Battles between Amhara Regional Forces and Oromo Liberation Army in Jimma, Ethiopia.",22,20241118
SOM601,2024-11-19,2024,Violence against civilians,Looting/property destruction,FDLR,,2,Civilians (Somalia),,7,27,Somalia,Galgaduud,,,Dhusamareb,5.3002,46.7718,1,BBC,"Violence against civilians between FDLR and Civilians (Somalia) in Dhusamareb, Somalia.",8,20241119
SUD680,2024-11-20,2024,Explosions/Remote violence,Suicide bomb,Sudan Armed Forces,,1,Sudanese Armed Civilians,,7,17,Sudan,South Darfur,,,Nyala,12.4786,24.1538,1,Local sources,"Explosions/Remote violence between Sudan Armed Forces and Sudanese Armed Civilians in Nyala, Sudan.",3,20241120
SUD205,2024-11-21,2024,Battles,Non-state actor overtakes territory,Rapid Support Forces,,3,Sudan People's Liberation Movement-North,,2,32,Sudan,Blue Nile,,,Ed Damazin,12.2354,34.0143,1,UN OCHA,"Battles between Rapid Support Forces and Sudan People's Liberation Movement-North in Ed Damazin, Sudan.",1,20241121
DEM401,2024-11-22,2024,Battles,Non-state actor overtakes territory,Armed Forces of the DRC (FARDC),,1,FDLR,,2,12,Democratic Republic of Congo,Maniema,,,Kindu,-3.1253,25.6843,1,UN OCHA,"Battles between Armed Forces of the DRC (FARDC) and FDLR in Kindu, Democratic Republic of Congo.",18,20241122
DEM699,2024-11-22,2024,Battles,Non-state actor overtakes territory,MONUSCO Forces,,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Rutshuru,-1.0164,29.0366,1,BBC,"Battles between MONUSCO Forces and M23 in Rutshuru, Democratic Republic of Congo.",2,20241122
ETH97,2024-11-24,2024,Violence against civilians,Abduction/forced disappearance,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Ethiopia,Oromia,,,Addis Ababa,9.8672,38.44,1,AFP,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Addis Ababa, Ethiopia.",1,20241124
SOM285,2024-11-24,2024,Violence against civilians,Attack,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Somalia,Galgaduud,,,Dhusamareb,5.5016,46.3725,1,Radio Ergo,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Dhusamareb, Somalia.",5,20241124
SOM630,2024-11-24,2024,Violence against civilians,Attack,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Somalia,Galgaduud,,,Dhusamareb,5.4773,46.501,1,Radio Ergo,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Dhusamareb, Somalia.",5,20241124
